emp_no,last_name,first_name,hire_date
465527,Molenaar,Geoffry,2/2/86
465532,Waleschkowski,Billie,5/15/86
465534,Albarhamtoshy,Charlene,12/18/86
465539,Ferretti,Xiaoqiang,9/27/86
465581,Highland,Kiyomitsu,2/5/86
465596,Murtha,Moss,11/13/86
465617,Hempstead,Hideyuki,10/17/86
465626,Leppanen,Eldridge,12/30/86
465632,Templeman,Monique,9/12/86
465634,Makrucki,Apostol,12/3/86
465638,Beznosov,Alselm,2/6/86
465643,Ghelli,Lalit,8/20/86
465662,Simkin,Unal,11/10/86
465663,Llado,Anoosh,4/26/86
465670,Chorvat,Weiyi,12/21/86
465671,Itzfeldt,Alenka,6/1/86
465673,Egerstedt,Shaunak,9/26/86
465676,Fontet,Tadanori,8/24/86
465707,Salvesen,Brendon,11/30/86
465711,Frijda,Lakshmi,11/10/86
465715,Rouquie,Satoru,7/23/86
465716,Azadmanesh,Weijing,7/10/86
465729,Waleschkowski,Halsur,2/1/86
465739,Verhaegen,Wilmer,8/25/86
465749,Braunschweig,Kolar,2/8/86
465751,Thorensen,Elzbieta,6/20/86
465753,Szilard,Alois,7/7/86
465756,Harllee,Renny,4/4/86
465768,Honglei,Constantine,6/18/86
465776,Ramaiah,Toshiko,1/14/86
465779,Gopalakrishnan,Masato,1/7/86
465791,Azuma,Atreye,11/18/86
465793,Baek,Make,3/13/86
465795,Parascandalo,Jagoda,8/13/86
465804,Rusterholz,Tran,4/11/86
465817,Yavatkar,Geoff,12/12/86
465823,Panangaden,Shaw,2/21/86
465836,Klerer,Shahid,11/8/86
465851,Felder,Gilbert,7/27/86
465863,Pramanik,Douadi,2/13/86
465879,Mullainathan,Bingning,12/5/86
465880,Wolniewicz,Khoa,2/20/86
465883,Molenkamp,Froduald,2/2/86
465886,Basagni,Kensyu,9/26/86
465893,Moffat,Kish,12/4/86
465897,Ghemri,Zengping,10/24/86
465919,Versino,Yakkov,12/4/86
465930,Maraist,Stevo,4/14/86
465932,Stifter,Mori,1/27/86
465935,Milicic,Jessie,9/26/86
465936,Roison,Yongqiao,2/17/86
465964,Marrevee,Jiann,6/4/86
465983,Buescher,Mizuhito,6/16/86
465989,Rehfuss,Steen,10/3/86
465999,Kusakari,Nahla,11/22/86
466001,Levasseur,Ashish,12/21/86
466008,Jonsson,Luigi,9/11/86
466012,Magliocco,Dinkar,6/23/86
466018,Kalloufi,Sreenivas,9/6/86
466034,Lovengreen,Saniya,8/2/86
466037,Hatcliff,Along,12/29/86
466051,Giaccio,Keiichiro,10/21/86
466061,Basawa,Francesca,2/5/86
466066,Veccia,Prodip,4/27/86
466070,Ranta,Xiaoqiu,5/6/86
466075,Kamble,Arie,6/8/86
466081,Schieder,Make,2/26/86
466106,Cronau,Ranga,11/29/86
466111,Rosti,Bikash,4/30/86
466114,Roison,Zvonko,10/16/86
466141,Azulay,Qingxiang,7/13/86
466154,Kakkad,Shawna,2/5/86
466169,Sullins,Uriel,1/17/86
466170,Zaumen,Jacqueline,3/15/86
466172,Fritzsche,Tomoyuki,6/2/86
466175,Facello,Zejun,2/17/86
466176,Conry,Arunachalam,11/11/86
466191,Cronau,Navin,2/10/86
466196,Hockney,Oksana,7/6/86
466200,Miyakawa,Martijn,6/19/86
466209,Fujisaki,Chikako,8/8/86
466232,Cappelletti,Frazer,2/18/86
466235,Petersohn,Barry,5/4/86
466241,Candan,Mani,10/29/86
466244,Antonisse,Radhakrishnan,9/12/86
466247,Furedi,Zongyan,5/16/86
466250,Pusterhofer,Constantijn,5/7/86
466251,Halevi,Ger,8/14/86
466254,Beausoleil,Aamer,11/28/86
466260,Zongker,Lijia,11/22/86
466268,Eickenmeyer,Bedir,5/15/86
466272,DeMori,Pohua,6/10/86
466286,Hitomi,Oddvar,8/21/86
466291,Krohm,Jaewon,7/8/86
466298,Collette,Kamran,10/22/86
466304,Breugel,Dipankar,1/8/86
466311,Badr,Gou,3/4/86
466317,Krybus,Yucai,10/5/86
466319,Anguita,Lucien,11/29/86
466321,Larfeldt,Sajjad,11/27/86
466331,Khasidashvili,Maris,3/28/86
466332,Puppo,Miquel,8/27/86
466337,Babu,Gian,2/15/86
466343,Alvarado,Mahmut,12/26/86
466344,Pellegrinelli,Ewing,4/2/86
466362,Joslin,Oldrich,2/16/86
466372,Chachaty,Marin,1/2/86
466382,Cappelli,Geoffry,5/16/86
466384,Barriga,Maya,10/1/86
466388,Krichel,Kwee,2/9/86
466395,Gist,Alain,6/16/86
466401,Ranum,Gina,6/17/86
466407,Engelmann,Sariel,11/3/86
466408,Fritzsche,Tremaine,1/19/86
466415,Mersereau,Utz,11/17/86
466416,Pargaonkar,Weiyi,8/22/86
466423,Bala,Marlo,2/11/86
466433,Denna,Saeko,12/26/86
466434,Sommen,Kazuhiro,7/17/86
466437,Rabejac,Hitomi,8/7/86
466448,Goodrum,Arie,7/15/86
466450,Lieblein,Juyoung,11/24/86
466459,Flexer,Randy,1/28/86
466463,Gulik,Gay,12/31/86
466468,Granlund,Irena,3/16/86
466473,Pews,Jovan,10/25/86
466476,Schoegge,Morris,4/6/86
466478,Uhrig,Gunilla,6/16/86
466486,Cronan,Larisa,10/5/86
466490,Lenart,Masako,1/13/86
466496,Raoux,Utz,11/30/86
466508,Binding,Marc,1/26/86
466513,Fandrianto,Mabry,5/7/86
466521,Chaudhury,Huican,12/6/86
466532,Pleszkun,Yuqun,11/29/86
466554,Rullman,Spyrose,2/27/86
466584,Demizu,Irene,7/13/86
466588,Fetvedt,Dung,6/19/86
466594,Kieras,Qingxiang,9/30/86
466600,Egerstedt,Sasan,2/11/86
466610,Billingsley,Jovan,10/21/86
466615,Wixon,Mats,5/11/86
466621,Fabrizio,Mohit,8/5/86
466627,Molenaar,Xuejun,5/3/86
466629,Marchegay,Hailing,2/13/86
466640,Baja,Rosita,5/17/86
466655,Melichar,Goetz,11/9/86
466662,Buescher,Bojan,9/26/86
466671,Besselaar,Yucai,12/26/86
466677,Reutenauer,Kazuhisa,4/19/86
466678,Mahnke,Rimli,4/17/86
466710,Chachaty,Becky,2/22/86
466711,Zeidenstein,Adib,12/24/86
466724,Gronowski,Yuichiro,12/13/86
466726,Rousseau,Georgi,12/26/86
466733,Schiettecatte,Saniya,10/11/86
466737,Solares,Elvis,10/30/86
466739,Birge,Navid,5/14/86
466741,Collette,Sachin,1/25/86
466742,Dalton,Shridhar,1/13/86
466743,Salvesen,Bogdan,1/30/86
466753,Kushner,Stevo,8/12/86
466759,Ashish,Ferdinand,12/29/86
466764,Tsukuda,Tadanori,9/3/86
466772,Cullers,Mooi,11/4/86
466780,Vuskovic,Yurii,7/14/86
466783,Erdi,Mack,9/29/86
466823,Cardazo,Tremaine,5/17/86
466827,Pramanik,Kersti,10/14/86
466828,Lundstrom,Candido,1/8/86
466832,Schahn,Sampalli,1/16/86
466857,Pollock,Gudjon,7/31/86
466863,Marshall,Evgueni,11/18/86
466869,Magalhaes,Flemming,3/15/86
466887,Langford,Barry,1/5/86
466913,Crabtree,Teruyuki,3/11/86
466917,Rande,Billur,3/22/86
466929,Cochrane,Tadanori,8/21/86
466935,Kaiserswerth,Ymte,8/29/86
466937,Parascandalo,Moss,4/28/86
466943,Angelov,Mayuri,5/2/86
466963,Rabehasaina,Bilhanan,11/15/86
466986,Peng,Kamakshi,2/2/86
467003,Arlazarov,Van,9/8/86
467005,Ramsay,Chenyi,11/19/86
467019,Bondorf,Xiaopeng,12/21/86
467027,Gewali,Stevo,6/11/86
467029,Coombs,Christfried,8/11/86
467033,Ullian,Kayoko,9/13/86
467035,Claffy,Mihalis,3/25/86
467036,Antonisse,Urs,11/19/86
467039,Pargaonkar,Panayotis,5/13/86
467059,Gaughan,Heng,1/19/86
467089,Lundstrom,Matk,10/6/86
467098,Schauser,Tsutomu,7/27/86
467103,Chiola,Yuuichi,3/11/86
467104,Bael,Moto,11/26/86
467109,Zockler,Hirochika,10/25/86
467112,Eppinger,Tsvetan,1/8/86
467118,Schauser,Lokesh,8/20/86
467132,Millington,Sanjay,3/12/86
467134,Wendorf,Xuedong,9/24/86
467145,Gluchowski,Guoxiang,1/19/86
467148,Brlek,Navin,4/15/86
467155,Zallocco,Susanna,10/22/86
467160,Lyonns,Geraldo,7/11/86
467161,Demos,Visit,6/25/86
467182,Ashish,Renee,1/29/86
467183,Peral,Hidekazu,6/11/86
467186,Garigliano,Luerbio,11/7/86
467203,Bolsens,Leaf,12/17/86
467206,Terkki,Peternela,12/16/86
467210,Zeleznik,Zeljko,5/6/86
467214,McClure,Chiradeep,10/5/86
467219,Baaleh,Yongmao,5/11/86
467223,Swen,Chikako,3/17/86
467255,Rajaraman,Margo,8/23/86
467261,Marchegay,Xiong,2/27/86
467280,Cyre,Jeanna,12/23/86
467292,Byoun,Ioana,3/26/86
467297,Hempstead,Yunming,12/30/86
467307,Kuszyk,Niclas,5/21/86
467313,Famili,Martial,5/14/86
467322,Ozeri,Boutros,7/19/86
467327,Speek,Xiaoshan,8/17/86
467345,Kobuchi,Florian,8/15/86
467350,Awdeh,Hongzue,7/20/86
467360,Garnier,Bodh,10/30/86
467369,Lowrie,Shigeo,8/2/86
467381,Perez,Satyanarayana,5/11/86
467383,Smeets,Godehard,2/23/86
467384,Grospietsch,Kayoko,9/20/86
467389,Guting,Peer,8/7/86
467400,Hertweck,Billie,3/9/86
467414,Ramalingam,Yurij,7/16/86
467430,Ossenbruggen,Angel,9/10/86
467433,Jahnichen,Golgen,9/28/86
467443,Ramamoorthy,Xiadong,7/21/86
467445,Danley,Shrikanth,3/12/86
467480,Fadgyas,Kiyokazu,10/23/86
467502,Danner,Sukumar,9/25/86
467506,Belinskaya,Tzvetan,3/18/86
467508,Muchinsky,Vesna,8/18/86
467515,Reistad,Luisa,7/15/86
467519,Koblitz,Samphel,9/8/86
467520,Onuegbe,Xianlong,12/21/86
467521,Giarratana,Juichirou,9/30/86
467528,Fandrianto,Suvo,8/6/86
467529,Braunmuhl,Zhaofang,5/14/86
467536,Grandbois,Mahendra,8/21/86
467545,Schreiter,Danco,8/28/86
467554,Zockler,Shalesh,7/22/86
467558,Rijsenbrij,Volkmar,12/6/86
467559,Wilharm,Nathalie,6/18/86
467569,Quaggetto,Aral,7/6/86
467574,Warwick,Valdiodio,7/19/86
467588,Luga,Kristin,4/13/86
467598,Silva,Demin,4/27/86
467603,Karunanithi,Marla,9/19/86
467605,Melichar,Piyush,2/28/86
467607,Randt,Gio,8/22/86
467609,Masada,Jongsuk,9/12/86
467617,Georg,Mack,6/23/86
467618,Isard,Jasminko,2/4/86
467641,Engberts,Masadi,1/27/86
467649,Terlouw,Zhenbing,9/30/86
467656,Speer,Shahaf,5/2/86
467663,Talmon,Florian,11/4/86
467664,Bisiani,Shmuel,12/16/86
467668,Itzigehl,Yagil,11/29/86
467685,Gilg,Francesca,6/30/86
467712,Iisaka,Maik,6/27/86
467718,Pews,Fatemeh,1/10/86
467719,Reutenauer,Katsuo,5/30/86
467728,Rodiger,Chaosheng,7/22/86
467732,Azadmanesh,Goo,7/16/86
467733,Syrotiuk,Martial,4/6/86
467755,Krider,Shmuel,1/9/86
467757,Zirintsis,Marin,6/20/86
467762,Vesel,Jungsoon,8/20/86
467771,Schaad,Breannda,8/21/86
467773,Guenter,Xuejia,1/29/86
467774,Valiente,Kristian,9/16/86
467775,Ponthieu,Abdelwaheb,7/3/86
467786,Cappelletti,Huiqun,6/25/86
467798,Pramanik,Arno,10/25/86
467812,Seuren,Jahangir,7/8/86
467814,dAstous,Maren,10/7/86
467829,Provine,Bernardo,12/5/86
467832,Erva,Nagui,3/14/86
467846,Benveniste,Takushi,11/19/86
467851,Valette,Nevio,9/26/86
467857,Puoti,Kwok,8/27/86
467861,Gomatam,Nitsan,1/8/86
467866,Leppanen,Eben,5/30/86
467871,Lund,Fumitake,3/27/86
467878,Solares,Toshimitsu,6/29/86
467900,Klyachko,Masamitsu,11/20/86
467924,Bellone,Atreye,2/19/86
467942,Sichman,Teunis,5/29/86
467945,Tanemo,Hsiangchu,8/11/86
467946,Baar,Randi,9/24/86
467963,Wolniewicz,Boriana,4/13/86
467967,Cesareni,Hidefumi,11/18/86
467972,Magalhaes,Xiaoshan,4/23/86
467981,Copas,Mahmut,2/1/86
467983,Cronan,Sham,2/3/86
467992,Solares,Mang,12/31/86
467993,Facello,Ramya,2/23/86
468004,Koblick,Sanjoy,4/8/86
468006,Gewali,Sajjan,2/2/86
468013,Feinberg,Lorien,1/23/86
468018,Picco,Akemi,8/23/86
468029,Hofting,Felicidad,3/15/86
468034,Leivant,Elvia,7/27/86
468047,Jahnichen,Eirik,4/28/86
468048,Docker,Munehiro,4/7/86
468063,Henseler,Jungsoon,6/1/86
468070,Rajcani,Troy,5/27/86
468073,Zaumen,Tomofumi,9/17/86
468074,Perez,Ulf,8/23/86
468075,Hofman,Weiye,10/20/86
468083,Kakkad,Aluzio,5/31/86
468086,Lorcy,Nishit,11/8/86
468103,Remmers,Demin,1/28/86
468111,Gonthier,Chenxi,5/11/86
468117,Bugrara,Chikako,4/17/86
468129,Hanratty,Tzvetan,12/22/86
468135,Boyle,Xiaocheng,10/27/86
468147,Chinal,Abdelaziz,1/3/86
468174,Malinowski,Mechthild,7/21/86
468185,Pietracaprina,Nakhoon,9/10/86
468186,Rosen,Jaber,1/18/86
468188,Gladwell,Marco,8/22/86
468219,Aamodt,Qingxiang,3/5/86
468226,Talmon,Kish,12/23/86
468231,Gerteisen,Minghong,7/3/86
468235,Engberts,Adly,3/10/86
468236,Domenig,Kristin,7/29/86
468238,Gist,Shim,12/10/86
468245,Erev,Xiaoqiang,3/22/86
468248,Brookman,DAIDA,10/24/86
468265,Shokrollahi,Boutros,11/16/86
468268,Snyers,Chinya,10/30/86
468270,Atchley,Shaunak,1/4/86
468272,Baak,Aria,11/28/86
468274,Erva,Sakthirel,9/7/86
468277,Wilharm,Hidekazu,7/21/86
468280,Ernst,Prasadram,5/30/86
468291,Avouris,Mohit,7/22/86
468306,Argence,Mircea,1/19/86
468311,Zeleznik,Sanjiv,7/25/86
468326,Erva,Deniz,12/13/86
468333,Fetvedt,Kamran,5/27/86
468351,Lagarias,Make,12/31/86
468354,Kolvik,Nishit,5/19/86
468355,Matzen,Huai,2/10/86
468356,Bain,Siddarth,8/13/86
468358,Varman,Bojan,10/3/86
468362,Ananiadou,Sampalli,9/13/86
468363,Ramsak,Shigehiro,12/22/86
468366,Lung,Lunjin,4/13/86
468368,Rahier,Mack,12/11/86
468373,Denis,Kazuhito,12/3/86
468377,Nooteboom,Piyawadee,7/29/86
468378,Passafiume,Mrinalini,7/26/86
468387,Pews,Kaijung,1/16/86
468388,Scharstein,Boriana,3/2/86
468391,Raczkowsky,Masasuke,4/16/86
468397,Buescher,Zijian,12/10/86
468399,Farrel,Toshiko,3/25/86
468418,Itzfeldt,Otmar,11/14/86
468424,Gilg,Pintsang,6/21/86
468446,Morris,Boguslaw,8/1/86
468455,Begiun,Aksel,11/30/86
468474,Slaats,Heng,1/30/86
468488,Luan,Tadahiro,12/2/86
468492,Schlenzig,Jahangir,5/1/86
468524,Bellone,Geraldo,11/2/86
468526,Rissland,Martijn,9/12/86
468527,Luan,Sibyl,8/17/86
468528,Yoshizawa,Basant,10/26/86
468540,Tischendorf,Nathan,2/28/86
468550,Hiroyama,Richard,6/4/86
468554,Pollacia,Phule,5/10/86
468560,Serdy,Minghong,5/16/86
468574,Leijenhorst,Dines,11/22/86
468587,Steenbeek,Cheong,2/23/86
468609,Chleq,Chinya,8/18/86
468616,Choobineh,Serge,9/14/86
468631,Yamaashi,Tesuro,9/25/86
468632,Genin,Nobuyoshi,8/15/86
468647,Szmurlo,Seongbae,1/2/86
468651,Onuegbe,Kenton,2/4/86
468657,Matzke,Yuchang,10/12/86
468660,Ruther,Girolamo,5/14/86
468671,Calkin,Hailing,12/9/86
468672,Crelier,Yolla,10/12/86
468681,Maginnis,Gina,4/24/86
468683,Tetzlaff,Shigeo,5/11/86
468684,Middleton,Georgi,11/24/86
468692,Spinelli,Jeong,7/23/86
468701,Vickson,Tayeb,12/11/86
468706,Linares,Rosli,11/1/86
468713,Gide,Tomofumi,4/1/86
468717,Soloway,Dekang,8/20/86
468724,Molenkamp,Bangqing,6/20/86
468735,Beutelspacher,Tuval,12/6/86
468737,Pollacia,Josyula,7/30/86
468741,Plavsic,Berhard,1/2/86
468771,Godskesen,Zhigen,4/14/86
468779,Guting,Aemilian,7/3/86
468783,Hooghiemstra,Shigeo,5/28/86
468792,Boreale,Xuejun,6/4/86
468797,Keustermans,Rildo,3/25/86
468804,Axelband,Atreye,7/11/86
468811,Fadgyas,Ortrud,9/19/86
468812,Steenbeek,Jianhao,12/14/86
468814,Gluchowski,Anyuan,7/23/86
468829,Unni,Rimli,2/17/86
468836,Morrin,Rosli,2/21/86
468846,Gilg,Zengping,3/25/86
468849,Chachaty,Masali,11/6/86
468855,Azulay,Anneke,4/22/86
468857,Plotkin,Tadahiko,11/25/86
468859,Middleton,Zhilian,4/7/86
468864,Barreiro,Fumiyo,10/4/86
468878,Rubsam,Anwar,2/16/86
468891,Chandrasekhar,Szabolcs,7/12/86
468903,Bael,Lucian,3/16/86
468927,Baby,Youngkon,6/16/86
468934,Kowalchuk,Arno,6/19/86
468935,Bultermann,Rafael,11/12/86
468937,Katiyar,Siddarth,10/10/86
468940,Keustermans,Ramzi,11/28/86
468966,Bugrara,Sanjiv,9/6/86
468970,Orsini,LiMin,2/22/86
468986,McAlpine,Srinidhi,7/5/86
468994,Hoppenstand,Diederik,6/13/86
469003,Puppo,Boaz,5/2/86
469022,Gewali,Suzette,4/6/86
469025,Zockler,Achilleas,6/22/86
469034,Beerel,Ebru,1/28/86
469039,Swan,Uta,5/24/86
469040,Lores,Fun,8/3/86
469043,Yurov,Guozhong,8/29/86
469046,Herber,Abdelaziz,7/5/86
469053,Dymetman,Vidya,1/1/86
469073,Luck,Arlette,9/2/86
469076,Marakhovsky,Divine,11/29/86
469078,Horswill,Moheb,6/5/86
469083,Billingsley,Irena,12/28/86
469089,Encarnacion,Sadun,4/17/86
469091,Baek,Karlis,5/17/86
469100,Duclos,Guther,12/17/86
469113,Matteis,Seongbae,2/13/86
469124,Perelgut,Kwangyoen,12/26/86
469138,Shihab,Basim,8/24/86
469141,Serra,Jaroslava,6/30/86
469147,Pehl,Jessie,4/18/86
469151,Miara,Theirry,3/17/86
469152,Vandervoorde,Odysseas,6/26/86
469156,Decaestecker,Aran,3/10/86
469164,Lenart,Baruch,3/29/86
469167,Krichel,Feiyu,12/16/86
469170,Muntz,Zhaofang,4/27/86
469198,Sewelson,Xiping,9/16/86
469201,Nooteboom,Yechezkel,11/5/86
469213,Cunliffe,Yucai,3/1/86
469219,Wielonsky,Jianwen,7/4/86
469224,Fioravanti,Basant,6/18/86
469225,Michaeli,Jessie,5/30/86
469238,Clemencon,KayLiang,9/28/86
469244,Perl,Shaowen,7/17/86
469257,Gomatam,Gino,12/5/86
469274,Muchinsky,Zhiguo,11/7/86
469278,Showalter,Ottavia,9/26/86
469280,Baaz,Matk,11/22/86
469284,Anido,Karlis,5/12/86
469288,Auyong,Yakkov,4/7/86
469297,Baumann,Thodoros,11/4/86
469313,Hebden,Tiina,9/10/86
469315,Taubenfeld,Rildo,5/10/86
469317,Bellmore,Uriel,12/31/86
469342,Belinskaya,Toshimi,7/31/86
469352,Krogh,Ghassan,2/28/86
469373,Bhattacharjee,Ger,1/29/86
469381,Slobodova,Mads,3/8/86
469386,Cangellaris,Cristinel,7/30/86
469399,Ruemmler,Hongzhu,9/3/86
469408,Reeken,Shridhar,4/19/86
469411,Vesna,Moty,9/1/86
469421,Barinka,Shigehiro,5/25/86
469427,Werthner,Przemyslawa,1/16/86
469428,Melter,Bowen,6/25/86
469431,Gist,Yuguang,12/4/86
469434,Gils,Yuuichi,5/28/86
469443,Steenbeek,Ekawit,4/2/86
469447,Zirintsis,Anneli,5/17/86
469457,Perly,Stabislas,9/30/86
469461,Krichel,Lena,6/16/86
469466,Birnbaum,Barton,10/30/86
469475,Munos,Hein,5/29/86
469481,Gammage,Tru,4/21/86
469483,Kruskal,Howell,7/14/86
469491,Stranks,Tsvetan,3/3/86
469493,Talmon,Hugo,5/29/86
469505,Kolvik,Tamiya,11/10/86
469509,Kaiserswerth,Constantijn,6/9/86
469537,Vidya,Yahiko,5/25/86
469583,Litecky,Surveyors,5/31/86
469589,Jervis,Parto,1/4/86
469591,Borovoy,Morrie,3/19/86
469592,Kusakari,Toshimori,8/17/86
469599,Keirsey,Arunas,12/7/86
469622,Gaughan,Dung,10/7/86
469631,Plumb,Honglan,6/5/86
469640,Comyn,Fumitake,2/1/86
469654,Khalil,Kitty,4/22/86
469665,Bressoud,Manibrata,2/14/86
469669,Delgrossi,Susanne,10/2/86
469671,Garrabrants,Conal,4/10/86
469674,Zongker,Shahid,11/1/86
469685,Billingsley,Otmar,1/18/86
469687,Uchoa,Eberhardt,11/25/86
469692,Keustermans,Takahira,6/17/86
469696,Harnett,Makato,10/1/86
469698,Badr,Berto,8/17/86
469713,Lukaszewicz,Weicheng,8/5/86
469714,Ciolek,Foong,5/10/86
469720,Rissland,Sarita,10/23/86
469728,Dratva,Randy,3/11/86
469744,England,Berthier,3/22/86
469753,Kinley,Zhensheng,7/8/86
469758,Pell,Krisda,10/23/86
469768,Sabnani,Fuqing,6/17/86
469779,Kaltofen,Dayanand,8/5/86
469781,Azumi,Taizo,11/16/86
469786,Benaini,Goh,4/3/86
469787,Vasanthakumar,Alagu,10/7/86
469791,Horswill,Aksel,7/24/86
469805,Shobatake,Chaosheng,6/2/86
469810,Dulay,Arch,3/15/86
469819,Brlek,Nectarios,9/17/86
469821,Andreotta,Aluzio,4/24/86
469823,Baby,Chiranjit,4/12/86
469834,Parveen,Shahaf,7/6/86
469837,Ebeling,Mingdong,7/21/86
469839,Luga,Godehard,3/14/86
469855,Cherinka,Arto,10/1/86
469877,Gips,Huan,8/13/86
469894,Pargas,Fumiyo,7/13/86
469908,Raczkowsky,Chikako,4/11/86
469910,Baranowski,Huiqun,4/9/86
469918,Zongker,Tsz,2/10/86
469929,Cardazo,Isaac,4/25/86
469940,Erdmenger,Bedrich,6/16/86
469951,Ebeling,Kien,8/5/86
469955,Trelles,Zongyan,10/14/86
469994,Perin,Garnik,8/4/86
469996,Orlowska,Yuping,5/31/86
469998,Viele,Christoper,1/5/86
469999,Setlzner,Mihalis,3/13/86
470011,Decleir,Tzu,5/17/86
470021,Frezza,Shem,8/30/86
470039,Bultermann,Hyuncheol,3/6/86
470040,Rosch,Ekawit,4/18/86
470045,Bresenham,Ulises,8/13/86
470047,Bridgland,Heeju,12/7/86
470056,Hennebert,Yakichi,7/16/86
470067,Polupanov,Djelloul,12/22/86
470078,Varley,Guther,9/28/86
470084,Krychniak,Tsvetan,1/7/86
470097,Constantine,Dulce,6/7/86
470106,Siprelle,Qiwen,5/7/86
470121,Savasere,Eberhardt,5/8/86
470134,Lammel,Heping,4/17/86
470140,Diderrich,Eldridge,5/16/86
470150,Foong,Richard,10/19/86
470165,Asrin,Masamitsu,1/22/86
470188,Callaway,Parto,5/17/86
470190,Rossi,Gritta,4/7/86
470207,Ranka,Remko,8/24/86
470209,Laurillard,Persi,8/8/86
470210,Heping,Pantung,12/23/86
470220,Biros,Narain,6/2/86
470261,Beeson,Kien,7/8/86
470264,Undy,Premal,3/27/86
470268,Gide,Zissis,7/11/86
470292,Swiler,Danco,4/28/86
470296,Ratnaker,Shirish,11/8/86
470305,Schwabacher,Trygve,4/23/86
470311,Oxman,Shaleah,5/7/86
470315,Theuretzbacher,Candido,9/21/86
470319,Heping,Leen,4/25/86
470320,Litvinov,Sajjan,5/25/86
470321,Melichar,Peer,9/16/86
470336,Farrel,Kwun,5/14/86
470339,Zucker,Vitaly,5/1/86
470341,Khasidashvili,Dinah,2/26/86
470351,Stamatiou,Nakhoon,6/3/86
470371,Claffy,Waiman,10/16/86
470379,Conti,Pintsang,11/29/86
470391,Baezner,Eishiro,4/14/86
470393,Botman,Khatoun,4/17/86
470398,Bondorf,Taizo,4/13/86
470404,Kusalik,Kasturi,11/4/86
470411,Worfolk,Eric,2/11/86
470424,Krone,Zhenbing,9/12/86
470445,Swiss,Byong,4/4/86
470456,Oehlmann,Reuven,3/29/86
470465,Quaggetto,Gilbert,4/26/86
470475,Siepmann,Josyula,1/28/86
470507,McAlpine,Kwun,6/19/86
470511,Kawashima,Uno,4/2/86
470524,Angelov,Jinya,4/23/86
470528,Plump,Sanjiv,5/26/86
470542,Siksek,Marko,7/15/86
470551,Kampfer,Spyrose,1/18/86
470554,Mungall,Mack,7/9/86
470559,Anger,Mart,11/11/86
470563,Limongiello,Rosine,9/22/86
470579,Kabayashi,Masoud,5/14/86
470596,Rahier,JiYoung,5/26/86
470597,Bodoff,Xudong,6/21/86
470610,Berztiss,Jacqueline,2/21/86
470613,Benveniste,Kazuhiro,1/23/86
470620,Pesch,Jingling,2/21/86
470641,Broomell,Tsz,12/26/86
470651,Stellhorn,Aleksandar,8/17/86
470669,Dehkordi,Shaowei,6/18/86
470692,Jumpertz,Aloys,1/14/86
470693,Masamoto,Yoshimitsu,3/15/86
470694,Zizka,Yongmin,5/26/86
470697,Siksek,Shigenori,9/29/86
470712,Erva,Fox,5/6/86
470729,Eastman,Mikhail,2/20/86
470741,Rijsenbrij,Gor,5/26/86
470748,Alameldin,Tesuya,9/26/86
470762,Cooke,Ebbe,5/17/86
470765,Terkki,Bartek,9/8/86
470770,Baez,Susanna,12/28/86
470772,Gecsei,Wilmer,9/6/86
470779,Segond,Tru,1/31/86
470782,Henders,Fen,8/19/86
470800,Zlotek,Elzbieta,1/11/86
470802,Birch,Przemyslawa,4/23/86
470808,Dulay,Werner,5/8/86
470822,Tiemann,Uzi,5/29/86
470830,Backhouse,Paloma,1/19/86
470838,Pews,Siamak,12/30/86
470841,Deville,Marlo,12/10/86
470842,Tempesti,Nahum,11/1/86
470859,Adachi,Serif,2/17/86
470861,Schaad,Gian,6/9/86
470865,Halloran,Serenella,4/3/86
470872,Clouatre,Feipei,3/5/86
470880,Levergood,Zsolt,12/7/86
470901,Rajaraman,Aral,5/8/86
470909,Rettelbach,Marie,4/30/86
470934,Michaeli,Piyawadee,1/22/86
470962,Langford,Shaz,6/24/86
470978,Kroha,Akhilish,3/22/86
470980,Khalid,Weiye,8/4/86
470981,Crouzet,Mona,5/10/86
470988,Zeidenstein,Freyja,9/3/86
470992,Pero,Nevin,5/23/86
470999,Ishibashi,Ramalingam,2/14/86
471000,Stavenow,Ayonca,4/20/86
471008,McAlpine,Radoslaw,3/31/86
471016,Henders,Wojceich,4/16/86
471017,Erie,Miomir,11/25/86
471024,Baumann,Gonzalo,5/30/86
471029,Bade,Kellyn,2/3/86
471043,Bazelow,Amstein,11/27/86
471045,Dulin,Aral,6/6/86
471047,Karunanithi,Sadok,12/1/86
471050,Sluis,Mingdong,10/9/86
471054,DuCasse,Zhonghua,12/2/86
471056,Poupard,Parto,2/19/86
471068,Birnbaum,Feipei,3/25/86
471069,Grospietsch,Mary,5/24/86
471096,Merli,Ingmar,10/9/86
471136,Birch,Arvind,11/28/86
471159,Hooghiemstra,Kayoko,2/12/86
471171,Guerreiro,Aiichiro,6/9/86
471182,Papsdorf,Moto,12/31/86
471183,Trumbly,Remco,7/22/86
471190,Sambasivam,Sachem,4/19/86
471195,Champarnaud,Moto,2/22/86
471198,Peck,Bouchung,1/12/86
471203,Serot,Jianhao,1/1/86
471237,Keustermans,Dmitry,6/19/86
471244,Kalorkoti,Brigham,4/9/86
471250,Ferretti,Sivanarayana,4/22/86
471252,Schieder,Yurij,5/6/86
471276,Munck,Sajjad,2/23/86
471278,Cannata,Odinaldo,1/24/86
